drug_name,adr_text,smiles
ALLOPURINOL,lymphocyti. Visio. Tongu. Muscl. Feelin. rupture. Memor. statu. consciousness. cel. acute. abnormal. Paraesthesia. Psychoti. Transfusion. Dru. Intraocula. Electrolyt. Vertigo. spasms. Gastrointestina. Rash. Diarrhoea. Join. prescribin. Menta. N. therapeuti. haemorrhage. overdose. Malaise. Multi-orga. transplant. progression. Hepati. hos. response. Dysarthria. changes. Haemoglobi. Platele. Chroni. Swolle. Rena. ineffective. Gai. sweats. Splenomegaly. decreased. tes. discomfort. Hypersensitivity. Spleni. blurred. Alcoho. injury. Cough. failure. impairment. Thromboti. Dizziness. administratio. Weigh. microangiopathy. disorder. failur. Abdomina. Diseas. Arthralgia. disease. error. Fatigue. Hypoaesthesia. twitching. disturbance. Contusion. Myalgia. coun. Laceration. Asthenia. Pneumonia. Nausea. tongue. imbalance. withdrawa. Nasopharyngitis. Graf. Ste. Influenza. Depression. Melaena. Nigh. leukaemia. Los. Suicid. Intentiona. Haematochezia. Dehydration. Headache. pain. o. increased. interaction. Fall. detoxification. pressur. syndrome. versu. attempt. Convulsion. Ecchymosis. Laborator,C1=NNC2=C1C(=O)NC=N2
ALLOPURINOLO,C-reactiv. protei. Bloo. creatinin. Pyrexia. effusion. Weigh. Diarrhoea. Pleura. Dysuria. pain. decreased. Asthenia. Abdomina. increased,C1=NNC2=C1C(=O)NC=N2
ALMOGRAN,Rhinorrhoea. Dyspepsia. upper. Sneezing. pai. Diarrhoea. Pain. Abdomina. Nausea,CN(C)CCC1=CNC2=C1C=C(C=C2)CS(=O)(=O)N3CCCC3
ALOXI,neutropenia. Dehydration. Febril,C1C[C@@H]2CN(C(=O)C3=CC=CC(=C23)C1)[C@@H]4CN5CCC4CC5.Cl
ALPHAGAN,fibrillation. Death. Dysphagia. Haematoma. Atria,C1CN=C(N1)NC2=C(C3=NC=CN=C3C=C2)Br.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O
ALPRAZOLAM,. Bacteria. acidosis. Bon. Muscl. coronar. Incorrec. Overdose. Neutrophi. Memor. Hypertension. abuse. Dru. Electrolyt. Flatulence. Hepatomegaly. seizure. spasms. Gastrointestina. artery. Breas. Diarrhoea. tubula. ataxia. Investigation. Insomnia. aggravated. Toxicit. diabete. haemorrhage. dos. Q. progression. Hepati. Palpitations. Haemoglobi. Arteriosclerosi. Electrocardiogra. metastatic. Rena. Typ. infection. Gai. congestion. agents. generalisation. decreased. saturatio. Hypersensitivity. Sopor. Somnolence. failure. impairment. steatosis. oedema. Weigh. mellitus. Erythema. disorder. cance. administered. Abdomina. Diseas. Arthralgia. systoli. prolonged. Cerebella. Fatigue. Hypotension. disturbance. Tachycardia. marro. coun. Bloo. Basa. Pneumonia. Coma. wit. Oxyge. Fancon. imbalance. Conditio. Poisoning. Nasopharyngitis. Partia. Anxiety. use. appetite. intubation. Influenza. secondar. t. Pulmonar. Suicid. Increase. variou. labe. distension. Headache. Cardiomegaly. Aphasia. gangli. increased. Hospitalisation. pressur. syndrome. Endotrachea. attempt. hypersensitivity. Of,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4
ALTACE,Psychoti. Urticaria. respirator. Blindness. ineffective. progression. Dyspnoea. Dru. Depression. failure. hypersensitivity. disorder. Chroni. Pruritus. Diseas,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@H]3CCC[C@H]3C[C@H]2C(=O)O
ALVEDON,Blindness,CC(=O)NC1=CC=C(C=C1)O
AMANTADINE,Flushing. Fatigue,C1C2CC3CC1CC(C2)(C3)N
AMARYL,state. Pyrexia. Ora. Muscl. disorder. Glaucoma. cancer. Delusion. Deafness. Pruritus. positive. Aggression. Confusiona. Los. consciousness. Klebsiell. Escherichi. o. Dyspepsia. lesion. Contusion. Blindness. tes. Sepsis. Death. Lymphoma. Thyroi. Pain. Ski,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C
AMBRISENTAN,Cardia. Death. disorder,CC1=CC(=NC(=N1)O[C@H](C(=O)O)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC)C
AMBROXOL HYDROCHLORIDE,Pneumonia,C1CC(CCC1NCC2=C(C(=CC(=C2)Br)Br)N)O.Cl
AMETYCINE,disease. lun. progression. Interstitia. cancer. Ana. Diseas,CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4)N
AMIAS,. mellitus. diabete. Typ,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)OC(C)OC(=O)OC6CCCCC6
AMIKACIN,Pyrexia. Bon. Neutropenia. Tonsillitis. cough. Pharyngea. Phlebitis. Tonsilla. Leukopenia. erythema. discharge. Thrombocytopenia. marro. Odynophagia. Lymphadenopathy. Productiv. Purulen. Pancytopenia. Cough. failure. hypertrophy,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N
AMIKACIN SULFATE,Whit. cel. increased. Platele. Anaphylacti. decreased. coun. bloo. shock,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N.OS(=O)(=O)O.OS(=O)(=O)O
AMILORIDE,vei. Splenomegaly. thrombosis. Dee,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N
AMILORIDE HYDROCHLORIDE,Urin. Hypochloraemia. Weigh. prerena. Acut. sodiu. failure. Dehydration. Hyponatraemia. decreased. increased,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N.Cl
AMINOPHYLLINE,Hypersensitivity,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N
AMIODARONE,fractio. Pyrexia. sinu. appetite. arter. haemorrhage. Sinu. t. tachycardia. failur. occlusion. Coronar. Slee. stroke. swelling. fibrillation. Hypertension. Decrease. Iro. live. Acut. Ventricula. bradycardia. anaemia. acute. systoli. Atria. arrest. deficienc. gangli. increased. Lef. Uppe. Anaemia. disease. Fatigue. ineffective. myocardia. stimuli. Dru. atria. cardiomyopathy. dilatation. Sic. Respirator. pressur. Flatulence. decreased. Bloo. syndrome. Basa. congestive. Nausea. Hyponatraemia. Ischaemi. Cardia. Unresponsiv. Gastrointestina. Periphera. apnoe. Hear. infarction. Hypogonadism. injury. failure. Tremor. Hypotonia. Constipation. Drug-induce. Ejectio. gastrointestina. rat,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I
AMIODARONE HCL,Diabete. Hyperthyroidism. mellitus,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I.Cl
AMIODARONE HYDROCHLORIDE,prostati. hyperplasia. Benig,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I.Cl
AMISULPRIDE,Insomnia. Akathisia. defect. Aggression. Irritability. branc. Atria. Bundl. Schizophrenia. hypersecretion. ineffective. right. Dru. Tachycardia. undifferentiate. Salivar. behaviour. type. bloc. Abnorma. Suspiciousness. septa,CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC
AMITIZA,Death,CCCCC([C@]1(CC[C@H]2[C@H](O1)CC(=O)[C@@H]2CCCCCCC(=O)O)O)(F)F
AMITRIPTYLINE,Pituitar. Muscula. arter. Mobilit. Tongu. Muscl. Incorrec. Overdose. Feelin. rupture. mycoti. statu. arteriovenou. abnormal. dru. Psychoti. trac. Dru. Gastroenteriti. removal. spasms. ideation. Death. Gallbladde. Rash. Diarrhoea. ataxia. Thrombosis. Arrhythmia. Insomnia. convulsion. viral. Diplopia. Menta. Dyspnoea. Dee. Malaise. deterioration. fracture. reflu. distress. changes. Chroni. Gran. hypotension. infection. Gai. leve. decreased. accident. Hypersensitivity. Spleni. Somnolence. thrombosis. Cholecystitis. Pain. Leukoencephalopathy. malformation. administratio. pulmonar. Weigh. Neutropenia. ma. disorder. blistering. palsy. Abdomina. zoster. vei. disease. Unevaluabl. Genera. Cerebella. Ataxia. Syncope. Hypotension. disturbance. Tachycardia. healt. Thrombocytopenia. weakness. Asthenia. Pneumonia. Gastrooesophagea. Periphera. Sepsis. Vulvovagina. event. Anxiety. temperatur. Influenza. Urinar. Herpe. cancer. Emotiona. nerv. loss. Headache. Injury. pain. increased. Presyncope. Sensor. Orthostati. Suicida. Cerebrovascula. tumou. obstructiv. Peronea. Migraine. Femu. physica. duration. Apathy. Bod,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31
AMITRIPTYLINE HCL,Insomnia. Flushing. event. Vomiting. Pain. Hyperhidrosis. Advers. Nausea,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31.Cl
AMITRIPTYLINE HYDROCHLORIDE,. Periphera. infection. swelling. Clostridiu. Hypersensitivity. mellitus. coldness. diabete. Rash. difficil. Loca. stiffness. Pruritus. Musculoskeleta. Typ,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31.Cl
AMLODIN,Cataract. bacterial. exfoliation. Erythema. Ventricula. tachycardia. Eczema. Enterocoliti. Pruritus. Dermatitis. Ski,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN.C1=CC=C(C=C1)S(=O)(=O)O
AMLODIPINE,. Muscula. Bon. Neuropath. Muscl. Incorrec. Confusiona. Feelin. swelling. necrolysis. Atrophi. Produc. Patient-devic. Atria. abnormal. dru. Alanin. Paraesthesia. Vomiting. trac. aminotransferas. Dru. Angiopathy. Rhonchi. Disturbanc. spasms. Cardia. Gastrointestina. hypersensitivit. Death. Rash. Diarrhoea. stiffness. effec. Pai. Chillblains. gastrointestina. Toxi. Pleura. state. Diplopia. Join. convulsion. Insomnia. prescribin. present. Splee. coldness. Sputu. diabete. Dyspnoea. haemorrhage. cholestero. Malaise. Balanc. Hypoglycaemi. incompatibility. Nasa. fracture. Insulinoma. reflu. Hepati. Bronchia. dialysi. Haemoglobi. Chroni. Posterio. reaction. Gran. Typ. Uppe. infection. Ageusia. stimuli. Gai. congestion. Erectio. decreased. saturatio. Unresponsiv. Hearin. impaired. accident. enzym. Hypersensitivity. Somnolence. Peritonea. Cough. thrombosis. Bronchitis. Hypomagnesaemia. Pain. Tremor. face. Swellin. glossitis. oedema. administratio. Dizziness. pulmonar. respirator. Flui. mellitus. ma. disorder. epiderma. Dermatiti. administered. Abdomina. peripheral. zoster. Slee. anaemia. Arthralgia. bullous. attention. systoli. peritonitis. Gastroenteritis. Brai. arrest. functio. Anaemia. disease. twitching. Fatigue. Hypoaesthesia. Diabete. error. encephalopath. eruption. disturbance. Funga. Hypotension. Alopecia. Myalgia. Disorientation. weakness. Bloo. Asthenia. Pneumonia. Nausea. Gastrooesophagea. Lowe. Oxyge. Periphera. flutter. I. Wheezing. Wron. Oedem. Anxiety. Bromhidrosis. retention. coma. complication. Influenza. i. product. Depression. t. Herpe. intestina. Ches. Pulmonar. Gastri. Iro. Dehydration. obstruction. labe. Headache. pain. deficienc. reversibl. o. Musculoskeleta. increased. effusion. interaction. urin. Smal. Myelodysplasti. triglyceride. wron. Cerebrovascula. pressur. Loca. syndrome. extremity. Appendicitis. obstructiv. Femu. duration,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN
AMLODIPINE (NORVASC),accident. statu. Menta. Cerebrovascula. changes. Asthenia,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN
AMLODIPINE BESILATE,Fatigue. Dyspnoea. Haemoptysis,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN.C1=CC=C(C=C1)S(=O)(=O)O
AMLODIPINE BESYLATE,pulmonar. mellitus. Neuropath. Osteomyelitis. infectio. Urinar. disorder. failur. amputation. Diabeti. Subcutaneou. peripheral. Neuralgia. Abasia. Chroni. Woun. Anaemia. Rena. disease. infection. ineffective. trac. Hypotension. Myelodysplasti. Diabete. Dru. Burnin. Wound. Bac. Asthenia. syndrome. neuropathy. To. haematoma. obstructiv. sensation. Pancytopenia. chronic. staphylococcal,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN.C1=CC=C(C=C1)S(=O)(=O)O
AMLOR,Pneumococca. Internationa. Dyspnoea. neoplasm. disorder. Epistaxis. Balanc. Benig. epilepticus. Hypoalbuminaemia. increased. effusion. infection. Ataxia. Gai. disturbance. discharge. oesophagea. normalise. Hepatocellula. Asthenia. Filariasis. Statu. Purulen. Cholestasis. rati. injury. Pleura,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN.C1=CC=C(C=C1)S(=O)(=O)O
AMN107,Dizziness. Hypoaesthesia. myocardia. infarction. Acut,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5
AMOBAN,aspiration. Pneumoni. Haemoptysis. Anaemia,CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl
AMOROLFINE,Diplopia. Vomiting. Dizziness. Gai. disturbance. Dyspnoea. Gastroenteritis. disorder. Balanc,CCC(C)(C)C1=CC=C(C=C1)CC(C)CN2C[C@H](O[C@H](C2)C)C
AMOXICILLIN,Pyrexia. Pneumoni. pregnancy. Bon. Weigh. Materna. Transaminase. haemorrhage. Neutropenia. Tonsillitis. Malaise. Amnioti. neonatal. Overdose. Ches. cough. Intraventricula. Meningitis. stain. cholestatic. adenoma. birt. oral. Pharyngea. Colo. Tonsilla. Leukopenia. abnormal. erythema. Live. functio. distres. Cholangitis. pain. increased. Rena. interaction. Vomiting. Meconiu. infection. Hypoaesthesia. exposur. discharge. Dru. aspiration. durin. haemorrhag. weigh. baby. marro. Foeta. decreased. Thrombocytopenia. syndrome. saturatio. Odynophagia. Lymphadenopathy. Productiv. Purulen. torsion. tes. Nausea. Oxyge. Gastrointestina. Sepsis. Penil. Listeriosis. Jaundic. Pancytopenia. Cough. Diarrhoea. failure. hypertrophy. Lo. cavit. Hypoaesthesi,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)C
AMOXICILLIN + CLAVULANIC ACID,stroke. necrolysis. Bon. failure. Thrombocytopenia. marro. epiderma. Toxi. Ischaemi,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)C.C1[C@@H]2N(C1=O)[C@H](/C(=C/CO)/O2)C(=O)O
AMOXIL,Overdose. hypersensitivity. Dru,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)C
AMOXYCILLIN,ineffective. Dru,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)C
AMPHOTERICIN B,hypersensitivit. Hypotension. I. Hypoxia. Anaphylacti. reaction. shock. Typ,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O
AMPICILLIN,Menta. statu. changes,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)C
AMPYRA,Hallucination. Muscula. Bon. Tongu. Muscl. Stress. Overdose. Memor. devic. Hypertension. consciousness. acute. abnormal. Multipl. discolouration. Paraesthesia. trac. Dru. Electrolyt. Wheelchai. spasms. deliver. Diarrhoea. effec. ataxia. Throa. Ski. Join. Insomnia. Dee. Malaise. Pruritus. Nasa. Paranoia. fracture. Dysarthria. Swolle. Rena. infection. ineffective. Gai. sclerosi. Bac. decreased. tes. discomfort. Hypersensitivity. Alcoho. thrombosis. injury. failure. impairment. Dizziness. Weigh. disorder. failur. vei. Abasia. functio. Hysterectomy. Dyspepsia. Genera. Fatigue. Cerebella. disturbance. weakness. Asthenia. Laceration. implantation. irritation. Nausea. tongue. imbalance. relapse. withdrawa. Constipation. Wris. Arthropathy. Influenza. Depression. Urinar. Los. Dehydration. Headache. pain. o. Fall. detoxification. syndrome. Bipola. spasticity. user. Convulsion. symptom,C1=CN=CC=C1N
ANAFRANIL,impaired. livin. Activitie. ineffective. Dru. Depression. Headache. dail. Nasopharyngitis. Crying. o,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl.Cl
ANAGRELIDE,Nasopharyngitis. Diarrhoea,C1C2=C(C=CC(=C2Cl)Cl)N=C3N1CC(=O)N3
ANAGRELIDE HCL,trac. congestion. Respirator,C1C2=C(C=CC(=C2Cl)Cl)N=C3N1CC(=O)N3.Cl
ANASTROZOLE,Gastrointestina. infection. Bacteria. haemorrhage. Diarrhoea. disorder. Vagina,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N
ANDROCUR,Meningioma,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C=C(C4=CC(=O)[C@@H]5C[C@@H]5[C@]34C)Cl)C)OC(=O)C
ANDROGEL,fractio. arter. Dyspnoea. Sinu. tachycardia. failur. occlusion. Coronar. Pulmonar. Slee. fibrillation. Hypertension. Acut. Ventricula. bradycardia. acute. Atria. arrest. increased. Lef. disease. Fatigue. myocardia. atria. cardiomyopathy. dilatation. Respirator. Cerebrovascula. decreased. syndrome. congestive. Hyponatraemia. Ischaemi. Cardia. accident. apnoe. Hear. infarction. Hypogonadism. thrombosis. failure. Ejectio. rat. Thrombosis,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@]34C
ANGIOMAX,Rena. haemorrhage. acute. Retroperitonea. failur,CC[C@H](C)[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)N[C@@H](CC(C)C)C(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC3=CC=CC=C3)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CC(=O)N)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]5CCCN5C(=O)[C@@H](CC6=CC=CC=C6)N
ANTI-DIARRHEAL,Lacrimatio. increased,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4.Cl
ANTIVERT,Pneumoni. Flui. appetite. Weigh. Aspiration. Multi-orga. replacement. Decrease. Dehydration. Vomiting. Fatigue. aspiration. Alopecia. Respirator. decreased. Asthenia. Pneumonia. Nausea. Oxyge. Cough. Diarrhoea. failure. supplementation. Hypoxia. Hypokalaemia,CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl
APEXICON,Dyspnoea. Rash,C[C@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)COC(=O)C)OC(=O)C)C)O)F)C)F
APIDRA,use. haemorrhage. Feelin. acuit. Acut. labe. reduced. abnormal. Alanin. Ophthalmologica. increased. aminotransferas. myocardia. Visua. Dru. Bloo. creatinin. Aspartat. Somnolence. Ey. infarction. examinatio. intolerance. Of,CC[C@H](C)[C@H]1C(=O)N[C@H]2CSSC[C@@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC2=O)CO)CC(C)C)CC3=CC=C(C=C3)O)CCC(=O)N)CC(C)C)CCC(=O)O)CC(=O)N)CC4=CC=C(C=C4)O)C(=O)N[C@@H](CC(=O)N)C(=O)O)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CC5=CC=CC=C5)C(=O)N[C@@H](CC6=CC=CC=C6)C(=O)N[C@@H](CC7=CC=C(C=C7)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N8CCC[C@H]8C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)O)C(C)C)CC(C)C)CC9=CC=C(C=C9)O)CC(C)C)C)CCC(=O)O)C(C)C)CC(C)C)CC2=CNC=N2)CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC2=CNC=N2)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC2=CC=CC=C2)N)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CO)[C@@H](C)O)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H]([C@@H](C)CC)NC(=O)CN
APLENZIN,peripheral. retention. Flui. Oedem,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C.Br
APRANAX,Anxiety. Stereotypy. Abnorma. disorder. Impulse-contro. behaviour. Psychomoto. hyperactivity,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O
APREPITANT,generalised. Visio. Dyspnoea. issue. Ches. qualit. Tinnitus. swelling. Produc. lea. Headache. pain. Infusio. Hyperhidrosis. reaction. Rena. Vomiting. Flushing. relate. syndrome. Nausea. Periphera. Capillar. blurred. face. Rash. failure. Hypoxia. Ras. Swellin,C[C@H](C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)O[C@@H]2[C@@H](N(CCO2)CC3=NNC(=O)N3)C4=CC=C(C=C4)F
APRESOLINE HYDROCHLORIDE,hypersensitivity. Dru,C1=CC=C2C(=C1)C=NN=C2NN.Cl
APRISO,Pyrexia. Sepsis. Influenza. Pancreatitis. Dyspnoea. Pneumonia. Hyponatraemia,C1=CC(=C(C=C1N)C(=O)O)O
APROVEL,Diplopia. interaction. Tinnitus. ineffective. Mobilit. Mania. Hypertension. Dru. insomnia. Tremor. Amimia. decreased. Middl,CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5
ARA-C,Melaena. Pyrexia. disease. ineffective. versu. hos. Pancytopenia. lesion. Dru. Graf. Ski,C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O
ARADOIS,use. dis. i. disorder. Intervertebra. growt. Abdomina. Aphonia. swelling. Hypoglycaemia. reflu. Hypertension. Hyperkeratosis. acuit. labe. reduced. Induration. abnormal. pain. Dengu. increased. disease. Therapeuti. ineffective. protrusion. Fall. Gai. Visua. Nai. Dru. Angiopathy. Burnin. disturbance. Spina. Cerebrovascula. Loca. Bac. Bloo. Hyperglycaemia. extremity. fever. Gastrooesophagea. glucos. accident. delayed. Dysphonia. sensation. injury. Diarrhoea. respons. hypersensitivity. Of. Pai,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NN=N[N-]4)CO)Cl.[K+]
ARAVA,Pyrexia. Osteoarthritis. pulmonar. pregnancy. Exposur. Weigh. process. Injectio. coldness. Dyspnoea. i. sit. incontinence. Urinar. responsiveness. cholestero. macular. Herpe. Pruritus. Immunodeficiency. viru. Feelin. swelling. Lim. Decrease. Arthralgia. Headache. Chroni. pain. Dengu. increased. Blister. usag. Paraesthesia. disease. Erysipelas. infection. tolerance. ineffective. produc. Hypoaesthesia. Dru. Extremit. durin. immun. techniqu. necrosis. Loca. decreased. Bloo. extremity. fever. hot. Periphera. obstructiv. injury. Pain. Ras. Pai. Arthropathy. Rheumati. Wron,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F
AREDIA,Bacteria. Gingiva. Ora. i. disorder. failur. cance. Nephrogeni. Mitra. swelling. Loos. anaemia. Malignan. bleeding. progression. neoplas. Gingivitis. erythema. incompetence. diseas. o. Anaemia. Rena. Osteonecrosi. infection. Aorti. Periodontitis. jaw. II. valv. Angin. chronic. Breas. mixed. impairment. pectoris. Tenderness. Pai. bon. tooth. Expose. stag,C(CN)C(O)(P(=O)(O)O)P(=O)(O)O
ARESTAL,necrosis. Ski,CN(C)C(=O)C(CC[N+]1(CCC(CC1)(C2=CC=C(C=C2)Cl)O)[O-])(C3=CC=CC=C3)C4=CC=CC=C4
ARICEPT,interaction. Pneumoni. Anaemia. haemorrhage. Dru. Ventricula. Dyskinesia. Haemoptysis. aspiration. tachycardia. Recta. prolonged. Electrocardiogra. Q,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC.Cl
ARIMIDEX,Bacteria. Gingiva. Ora. i. disorder. failur. cance. Nephrogeni. Mitra. swelling. Loos. remova. anaemia. Malignan. bleeding. progression. neoplas. Gingivitis. Produc. closur. erythema. incompetence. diseas. o. Anaemia. Rena. Osteonecrosi. infection. ineffective. Aorti. Periodontitis. jaw. Dru. II. valv. Angin. chronic. Breas. difficult. mixed. impairment. pectoris. Tenderness. Pai. bon. tooth. Expose. stag,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N
ARIPIPRAZOLE,use. Akathisia. Weigh. Sinu. tachycardia. branc. Sedation. ventricula. bradycardia. labe. abnormal. Bundl. Subileus. Electrocardiogra. Lef. abuse. ineffective. right. Dru. behaviour. decreased. dysfunction. Pneumonia. Somnolence. bloc. Abnorma. Constipation. Convulsion. Of,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl
